ISSUER_NAME,ISSUERID,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,IVA_RATING_DATE,IVA_COMPANY_RATING,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,ENVIRONMENTAL_PILLAR_WEIGHT,SOCIAL_PILLAR_SCORE,SOCIAL_PILLAR_WEIGHT,GOVERNANCE_PILLAR_SCORE,GOVERNANCE_PILLAR_WEIGHT,CLIMATE_CHANGE_THEME_SCORE,CLIMATE_CHANGE_THEME_WEIGHT,NATURAL_RES_USE_THEME_SCORE,NATURAL_RES_USE_THEME_WEIGHT,WASTE_MGMT_THEME_SCORE,WASTE_MGMT_THEME_WEIGHT,ENVIRONMENTAL_OPPS_THEME_SCORE,ENVIRONMENTAL_OPPS_THEME_WEIGHT,HUMAN_CAPITAL_THEME_SCORE,HUMAN_CAPITAL_THEME_WEIGHT,PRODUCT_SAFETY_THEME_SCORE,PRODUCT_SAFETY_THEME_WEIGHT,SOCIAL_OPPS_THEME_SCORE,SOCIAL_OPPS_THEME_WEIGHT,CORPORATE_GOV_THEME_SCORE,CORPORATE_GOV_THEME_WEIGHT,BUSINESS_ETHICS_THEME_SCORE,BUSINESS_ETHICS_THEME_WEIGHT,STAKEHOLDER_OPPOSIT_THEME_SCORE,STAKEHOLDER_OPPOSIT_THEME_WEIGHT,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_WEIGHT,CARBON_EMISSIONS_EXP_SCORE,CARBON_EMISSIONS_MGMT_SCORE,ENERGY_EFFICIENCY_SCORE,ENERGY_EFFICIENCY_WEIGHT,ENERGY_EFFICIENCY_EXP_SCORE,ENERGY_EFFICIENCY_MGMT_SCORE,PROD_CARB_FTPRNT_SCORE,PROD_CARB_FTPRNT_WEIGHT,PROD_CARB_FTPRNT_EXP_SCORE,PROD_CARB_FTPRNT_MGMT_SCORE,INS_CLIMATE_CHG_RISK_SCORE,INS_CLIMATE_CHG_RISK_WEIGHT,INS_CLIMATE_CHG_RISK_EXP_SCORE,INS_CLIMATE_CHG_RISK_MGMT_SCORE,WATER_STRESS_SCORE,WATER_STRESS_WEIGHT,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_SCORE,BIODIV_LAND_USE_WEIGHT,BIODIV_LAND_USE_EXP_SCORE,BIODIV_LAND_USE_MGMT_SCORE,RAW_MAT_SRC_SCORE,RAW_MAT_SRC_WEIGHT,FINANCING_ENV_IMP_SCORE,FINANCING_ENV_IMP_WEIGHT,FINANCING_ENV_IMP_EXP_SCORE,FINANCING_ENV_IMP_MGMT_SCORE,TOXIC_EMISS_WSTE_SCORE,TOXIC_EMISS_WSTE_WEIGHT,TOXIC_EMISS_WSTE_EXP_SCORE,TOXIC_EMISS_WSTE_MGMT_SCORE,PACK_MAT_WASTE_SCORE,PACK_MAT_WASTE_WEIGHT,PACK_MAT_WASTE_EXP_SCORE,PACK_MAT_WASTE_MGMT_SCORE,E_WASTE_SCORE,E_WASTE_WEIGHT,E_WASTE_EXP_SCORE,E_WASTE_MGMT_SCORE,OPPS_CLN_TECH_SCORE,OPPS_CLN_TECH_WEIGHT,OPPS_CLN_TECH_EXP_SCORE,OPPS_CLN_TECH_MGMT_SCORE,OPPS_GREEN_BUILDING_SCORE,OPPS_GREEN_BUILDING_WEIGHT,OPPS_GREEN_BUILDING_EXP_SCORE,OPPS_GREEN_BUILDING_MGMT_SCORE,OPPS_RENEW_ENERGY_SCORE,OPPS_RENEW_ENERGY_WEIGHT,OPPS_RENEW_ENERGY_EXP_SCORE,OPPS_RENEW_ENERGY_MGMT_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HLTH_SAFETY_MGMT_SCORE,HUMAN_CAPITAL_DEV_SCORE,HUMAN_CAPITAL_DEV_WEIGHT,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,SUPPLY_CHAIN_LAB_SCORE,SUPPLY_CHAIN_LAB_WEIGHT,SUPPLY_CHAIN_LAB_EXP_SCORE,SUPPLY_CHAIN_LAB_MGMT_SCORE,CONTROV_SRC_SCORE,CONTROV_SRC_WEIGHT,CONTROV_SRC_EXP_SCORE,CONTROV_SRC_MGMT_SCORE,PROD_SFTY_QUALITY_SCORE,PROD_SFTY_QUALITY_WEIGHT,PROD_SFTY_QUALITY_EXP_SCORE,PROD_SFTY_QUALITY_MGMT_SCORE,CHEM_SAFETY_SCORE,CHEM_SAFETY_WEIGHT,CHEM_SAFETY_EXP_SCORE,CHEM_SAFETY_MGMT_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_WEIGHT,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,FIN_PROD_SAFETY_SCORE,FIN_PROD_SAFETY_WEIGHT,FIN_PROD_SAFETY_EXP_SCORE,FIN_PROD_SAFETY_MGMT_SCORE,RESPONSIBLE_INVEST_SCORE,RESPONSIBLE_INVEST_WEIGHT,RESPONSIBLE_INVEST_EXP_SCORE,RESPONSIBLE_INVEST_MGMT_SCORE,INS_HLTH_DEMO_RISK_SCORE,INS_HLTH_DEMO_RISK_WEIGHT,INS_HLTH_DEMO_RISK_EXP_SCORE,INS_HLTH_DEMO_RISK_MGMT_SCORE,OPPS_NUTRI_HLTH_SCORE,OPPS_NUTRI_HLTH_WEIGHT,OPPS_NUTRI_HLTH_EXP_SCORE,OPPS_NUTRI_HLTH_MGMT_SCORE,ACCESS_TO_COMM_SCORE,ACCESS_TO_COMM_WEIGHT,ACCESS_TO_COMM_EXP_SCORE,ACCESS_TO_COMM_MGMT_SCORE,ACCESS_TO_HLTHCRE_SCORE,ACCESS_TO_HLTHCRE_WEIGHT,ACCESS_TO_HLTHCRE_EXP_SCORE,ACCESS_TO_HLTHCRE_MGMT_SCORE,ACCESS_TO_FIN_SCORE,ACCESS_TO_FIN_WEIGHT,ACCESS_TO_FIN_EXP_SCORE,ACCESS_TO_FIN_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORP_GOVERNANCE_WEIGHT,CORRUPTION_INST_SCORE,CORRUPTION_INST_WEIGHT,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_WEIGHT,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_WEIGHT,ANTICOMP_PRACT_MGMT_SCORE,FINANCIAL_SYS_INST_SCORE,FINANCIAL_SYS_INST_WEIGHT,FINANCIAL_SYS_INST_EXP_SCORE,FINANCIAL_SYS_INST_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,ASSESSMENT_CHANGE_DATE,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,GM_HOME_MARKET,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME,STATE_OWNED_ENTERPRISE,COMM_REL_SCORE,COMM_REL_WEIGHT,COMM_REL_RISK_EXP_SCORE,COMM_REL_MGMT_SCORE,CORP_BEHAV_SCORE,CORP_BEHAV_PCTL_GLOBAL,CORP_BEHAV_PCTL_HOME,CORP_BEHAV_GOV_PILLAR_SD,CORP_BEHAV_ETHICS_SCORE,BUS_ETHICS_PCTL_GLOBAL,BUS_ETHICS_PCTL_HOME,TAX_TRANSP_SCORE,TAX_TRANSP_PCTL_GLOBAL,TAX_TRANSP_PCTL_HOME,TAX_TRANSP_GOV_PILLAR_SD,BUS_ETHICS_GOV_PILLAR_SD,CORP_GOVERNANCE_GOV_PILLAR_SD,ACCOUNTING_GOV_PILLAR_SD,BOARD_GOV_PILLAR_SD,OWNERSHIP_GOV_PILLAR_SD,PAY_GOV_PILLAR_SD,AUDIT_COMMITTEE_MEETINGS_HELD,AUDITOR_SINCE,AVG_DIRECTOR_TENURE,AVG_IND_DIRECTOR_TENURE,BOARD_MEETINGS_HELD,BOARD_REELECTION_FREQUENCY,CLAWBACK_TYPE,CONTROLLED_VIA_STOCK_PYRAMID,DIRECTORS_OVER_70_PCT,EMPLOYEE_REPS,EMPLOYEE_REPS_PCT,GOLDEN_SHARE,HAS_CORPORATE_PARENT,COUNTRY_OF_INCORPORATION,IND_INDUSTRY_EXPERTS,INSIDE_DIRECTORS_PCT,LEGAL_FORM,OTHER_DIRECTORSHIPS_MAX,DIRECTOR_FEES_MAX,DIRECTOR_FEES_MEDIAN,NOM_COMMITTEE_EXISTS,NOM_COMMITTEE_IND_PCT,NOM_COMMITTEE_MEETINGS_HELD,NON_AUDIT_FEES,AUDITS_COMP_BY_CURRENT_AUDITOR,PAY_COMMITTEE_MEETINGS_HELD,STATE_OF_INCORPORATION,VOTES_PER_SHARE_CLASS_1,VOTES_PER_SHARE_CLASS_2,VOTES_PER_SHARE_CLASS_3,CROSS_SH_VOTES_1,CROSS_SH_VOTES_2,CROSS_SH_VOTES_3,BOARD_IND_MGMT_OTHER_PCT,BOARD_IND_OTHER_INT_PCT,NOM_COMMITTEE_MGMT_OTHER_PCT,NOM_COMMITTEE_IND_OTHER_PCT,BOARD_MAJORITY_IND_OF_OTHER_INT,BOARD_MAJORITY_IND_OTHER_INT_SD,NO_NOM_COMMITTEE,NO_NOM_COMMITTEE_SD,NOM_COMMITTEE_CHAIR_IND,NOM_COMMITTEE_CHAIR_IND_SD,NOM_COMMITTEE_IND,NOM_COMMITTEE_IND_SD,CORP_BEHAV_TAX_TRANSP_SCORE,EXTERN_MANAGE_CO
BT GROUP PLC,IID000000002123771,GB,2024-02-01,Telecommunication Services,2023-05-24,AA,AA,0,8.50,0.07,0.10,0.05,6.80,0.53,6.80,0.42,0.10,0.05,0.10,0.00,,,,,5.30,0.24,8.10,0.29,,,9.50,0.00,0.03,0.00,,,0.10,0.05,2.30,7.20,,,0.90,,,0.00,2.20,,,0.00,,,0.10,0.00,1.90,5.90,,0.00,0.90,,,0.00,,0.00,,,,0.00,1.80,,,0.00,0.20,,,0.00,1.20,,,0.00,1.10,,,0.00,0.00,,,0.00,0.00,,5.30,0.24,9.50,7.80,,0.00,1.20,,6.40,0.00,7.30,6.70,,0.00,,,,0.00,,,,0.00,6.50,,,0.00,1.30,,8.10,0.29,7.40,8.50,,0.00,,,,0.00,,,,0.00,,,,0.00,0.00,,8.10,0.00,6.10,8.80,,0.00,,,,0.00,0.00,,9.50,0.00,5.90,0.00,0.07,5.90,3.30,,3.30,0.05,,0.05,,,,,100,100,2022-06-11,95,74,1,100,98,United Kingdom,98,95,100,100,No,,0.00,,,0.03,0.08,0.03,-2.70,2.90,0.07,0.02,0.08,1.00,1.00,0.00,-2.70,-0.40,0.00,-0.27,-0.08,-0.08,5,2018,3.55,0.03,8,1,Performance Based,No,0.00,0,0.00,No,No,GB,3,18.18,Public Company,2,8923.60,175922.40,T,1.00,6,68004.75,6,5,N/A,0.01,,,,,,63.64,81.82,77.78,77.78,0,,0,,0,,0,,0.10,No
BT GROUP PLC,IID000000002123771,GB,2024-03-01,Telecommunication Services,2023-05-24,AA,AA,0,8.50,6.90,0.10,0.05,6.80,0.53,6.60,0.42,0.10,0.05,0.10,0.00,,,,,5.30,0.24,8.10,0.29,,,9.20,0.00,0.03,0.00,,,0.10,0.05,2.30,7.20,,,0.90,,,0.00,2.20,,,0.00,,,0.10,0.00,1.90,5.90,,0.00,0.90,,,0.00,,0.00,,,,0.00,1.80,,,0.00,0.20,,,0.00,1.20,,,0.00,1.10,,,0.00,0.00,,,0.00,0.00,,5.30,0.24,9.50,7.80,,0.00,1.20,,6.40,0.00,7.30,6.70,,0.00,,,,0.00,,,,0.00,6.50,,,0.00,1.30,,8.10,0.29,7.40,8.50,,0.00,,,,0.00,,,,0.00,,,,0.00,0.00,,8.10,0.00,6.10,8.80,,0.00,,,,0.00,0.00,,9.20,0.00,5.90,0.00,0.07,5.90,3.30,,3.30,0.05,,0.05,,,,,100,100,2022-06-11,88,55,1,99,89,United Kingdom,98,95,100,100,No,,0.00,,,0.03,0.08,0.03,-2.70,2.90,0.07,0.02,0.08,1.00,1.00,0.00,-2.70,-0.70,0.00,-0.51,-0.08,-0.08,5,2018,3.10,2.50,8,1,Performance Based,No,0.00,0,0.00,No,No,GB,2,0.20,Public Company,2,8923.60,181021.60,T,88.89,6,68004.75,6,5,N/A,0.01,,,,,,0.60,0.80,66.67,77.78,0,,0,,0,,0,,0.10,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-03-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2022-05-19,BBB,BBB,0,5.40,5.60,4.50,0.48,7.90,0.15,6.20,0.37,6.10,0.21,,,2.90,0.16,3.80,0.11,7.90,0.15,,,,,7.10,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.90,0.16,9.10,0.05,,,0.00,,,,0.00,,3.80,0.11,3.70,3.20,,,0.00,,,,0.10,,,,,,7.90,0.15,3.60,4.50,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,7.10,0.00,,,,,,,,,,,,,,,27,55,2021-09-29,50,83,2,71,94,Japan,71,68,76,90,No,,,,,6.10,0.48,0.47,-1.50,0.06,0.47,0.46,0.07,1.00,1.00,0.00,-1.50,-2.30,-0.16,-1.34,-0.31,-0.47,16,1974,2.22,1.25,9,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,2,0.00,0.00,T,0.80,6,543769.31,49,6,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-04-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2022-05-19,BBB,BBB,0,5.40,5.60,4.50,0.48,7.90,0.15,6.20,0.37,6.10,0.21,,,2.90,0.16,3.80,0.11,7.90,0.15,,,,,7.10,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.90,0.16,9.10,0.05,,,0.00,,,,0.00,,3.80,0.11,3.70,3.20,,,0.00,,,,0.10,,,,,,7.90,0.15,3.60,4.50,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,7.10,0.00,,,,,,,,,,,,,,,27,55,2021-09-29,50,83,2,71,94,Japan,71,68,76,90,No,,,,,6.10,0.47,0.46,-1.50,0.06,0.47,0.46,0.07,1.00,1.00,0.00,-1.50,-2.30,-0.16,-1.34,-0.31,-0.47,16,1974,2.22,1.25,9,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,2,0.00,0.00,T,0.80,6,543769.31,49,6,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-05-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.80,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.60,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,0.00,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.60,0.00,,,,,,,,,,,,,,,27,55,2021-09-29,50,82,2,60,86,Japan,50,30,76,90,No,,,,,6.10,0.47,0.46,-1.50,0.06,0.47,0.46,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.34,-0.70,-0.47,16,1974,2.22,1.25,9,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,2,0.00,0.00,T,0.80,6,543769.31,49,6,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-06-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.80,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.60,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,0.00,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.60,0.00,,,,,,,,,,,,,,,27,55,2021-09-29,50,82,2,60,86,Japan,50,31,76,90,No,,,,,6.10,0.48,0.46,-1.50,0.06,0.47,0.45,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.34,-0.70,-0.47,16,1974,2.22,1.25,9,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,2,0.00,0.00,T,0.80,6,543769.31,49,6,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-07-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.80,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.60,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,0.00,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.60,0.00,,,,,,,,,,,,,,,27,55,2021-09-29,50,81,2,71,93,Japan,72,68,76,90,No,,,,,6.10,0.48,0.46,-1.50,0.06,0.47,0.46,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.34,-0.70,-0.47,16,1974,3.11,2.25,9,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,2,0.00,0.00,T,0.80,6,543769.31,49,6,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-08-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.80,4.70,0.48,8.30,0.15,6.20,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,7.10,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,0.00,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,7.10,0.00,,,,,,,,,,,,,,,26,55,2021-09-29,52,79,2,72,92,Japan,69,68,73,89,No,,,,,6.10,0.48,0.45,-1.50,0.06,0.48,0.45,0.07,1.00,1.00,0.00,-1.50,-2.30,-0.16,-1.34,-0.31,-0.47,14,1974,3.11,2.25,11,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,3,0.00,0.00,T,0.80,6,0.00,50,6,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-09-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.70,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.50,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,0.00,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.50,0.00,,,,,,,,,,,,,,,27,55,2021-09-29,31,46,2,58,82,Japan,72,68,77,88,No,,,,,6.10,0.48,0.44,-1.50,0.06,0.47,0.44,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.80,-0.31,-0.47,14,1974,3.11,2.25,11,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,3,0.00,0.00,T,0.80,10,345630.78,50,10,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-10-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.70,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.50,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,0.00,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.50,0.00,,,,,,,,,,,,,,,26,55,2021-09-29,31,46,2,58,81,Japan,72,68,77,88,No,,,,,6.10,0.48,0.44,-1.50,0.06,0.47,0.44,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.80,-0.31,-0.47,14,1974,3.11,2.25,11,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,3,0.00,0.00,T,0.80,10,345630.78,50,10,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-11-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.70,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.50,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,3.70,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.50,0.00,,,,,,,,,,,,,,,26,55,2021-09-29,31,47,2,58,81,Japan,72,68,77,88,No,,,,,6.10,0.48,0.44,-1.50,0.06,0.48,0.44,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.80,-0.31,-0.47,14,1974,3.22,2.25,11,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,3,0.00,0.00,T,0.80,10,345630.78,50,10,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2023-12-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.70,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.50,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,3.70,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.50,0.00,,,,,,,,,,,,,,,26,55,2021-09-29,32,47,2,58,81,Japan,72,68,77,88,No,,,,,6.10,0.48,0.44,-1.50,0.06,0.48,0.44,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.80,-0.31,-0.47,14,1974,3.22,2.25,11,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,3,0.00,0.00,T,0.80,10,345630.78,50,10,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
"COSMO OIL Co.,Ltd.",IID000000002123775,JP,2024-01-01,"Oil & Gas Refining, Marketing, Transportation & Storage",2023-04-26,A,BBB,1,6.70,5.60,4.70,0.48,8.30,0.15,5.70,0.37,6.10,0.21,,,2.60,0.16,4.90,0.11,8.30,0.15,,,,,6.50,0.00,6.10,,,,6.10,0.21,6.70,5.80,,,9.30,,,,4.20,,,,,,,,4.70,,,,0.05,,,,,,,,2.60,0.16,9.10,4.70,,,3.70,,,,0.00,,4.90,0.11,3.70,4.90,,,0.00,,,,0.10,,,,,,8.30,0.15,3.60,4.90,3.50,0.00,7.20,3.70,,,,,,,,,,,2.30,,,,5.40,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,0.00,,6.50,0.00,,,,,,,,,,,,,,,26,55,2021-09-29,31,47,2,58,81,Japan,72,68,77,88,No,,,,,6.10,0.48,0.44,-1.50,0.06,0.48,0.44,0.07,1.00,1.00,0.00,-1.50,-2.70,-0.16,-1.80,-0.31,-0.47,14,1974,3.22,2.25,11,,,No,0.00,0,0.00,No,No,JP,0,44.44,Public Company,3,0.00,0.00,T,0.80,10,345630.78,50,10,N/A,0.01,,,,,,44.44,1.00,0.80,1.00,0,,0,,0,,0,,,No
